PART_ID,Trial_no,Trial_type,CSI,Stim_letter,Key_pressed,letter_choose,Rt,Corr
M20,1,training,10,←,left,←,0.25507092475891113,True
M20,2,training,10,→,up,↑,1.3315670490264893,False
M20,3,training,12,→,left,←,0.3817610740661621,False
M20,4,training,11,↓,down,↓,0.46016788482666016,True
M20,5,experiment,10,←,left,←,0.366549015045166,True
M20,6,experiment,12,→,right,→,0.34099292755126953,True
M20,7,experiment,11,←,left,←,0.2694120407104492,True
M20,8,training,10,↓,no_key,no_letter,-1.0,no_ans
M20,9,training,11,←,left,←,0.19809913635253906,True
M20,10,experiment,12,↑,left,←,0.8352169990539551,False
M20,11,experiment,11,↑,left,←,0.6076219081878662,False
M20,12,experiment,10,↑,up,↑,0.3180420398712158,True
M20,13,training,10,→,right,→,0.42363595962524414,True
M20,14,training,11,↓,down,↓,0.30877685546875,True
M20,15,experiment,11,←,no_key,no_letter,-1.0,no_ans
M20,16,experiment,10,→,right,→,0.25698399543762207,True
M20,17,experiment,12,↑,up,↑,0.5400938987731934,True
