PART_ID,Trial_no,Trial_type,CSI,Stim_letter,Key_pressed,letter_choose,Rt,Corr
M20,1,training,10,→,left,←,0.4725379943847656,False
M20,2,training,10,→,up,↑,0.5884130001068115,False
M20,3,training,11,↓,no_key,no_letter,-1.0,no_ans
M20,4,training,10,↓,no_key,no_letter,-1.0,no_ans
M20,5,experiment,12,←,no_key,no_letter,-1.0,no_ans
M20,6,experiment,11,→,no_key,no_letter,-1.0,no_ans
M20,7,experiment,10,←,no_key,no_letter,-1.0,no_ans
M20,8,training,12,↓,no_key,no_letter,-1.0,no_ans
M20,9,training,10,↑,up,↑,0.468641996383667,True
M20,10,experiment,12,→,right,→,1.2550451755523682,True
M20,11,experiment,10,↓,up,↑,0.4114420413970947,False
M20,12,experiment,11,↓,right,→,0.9120528697967529,False
M20,13,training,11,↑,up,↑,0.05666494369506836,True
M20,14,training,11,↑,up,↑,0.25249409675598145,True
M20,15,experiment,11,→,left,←,0.3843381404876709,False
M20,16,experiment,10,→,no_key,no_letter,-1.0,no_ans
M20,17,experiment,12,→,left,←,0.49648118019104004,False
