PART_ID,Trial_no,Trial_type,CSI,Stim_letter,Key_pressed,letter_choose,Rt,Corr
M20,1,training,10,←,no_key,no_letter,-1.0,False
M20,2,training,10,←,no_key,no_letter,-1.0,False
M20,3,training,11,←,down,↓,1.2927711009979248,False
M20,4,training,10,←,right,→,0.3751821517944336,False
M20,5,experiment,10,↑,up,↑,0.5669369697570801,True
M20,6,experiment,11,↓,no_key,no_letter,-1.0,False
M20,7,experiment,12,↑,no_key,no_letter,-1.0,False
M20,8,training,12,↓,no_key,no_letter,-1.0,False
M20,9,training,11,↓,no_key,no_letter,-1.0,False
M20,10,experiment,12,→,no_key,no_letter,-1.0,False
M20,11,experiment,11,↓,no_key,no_letter,-1.0,False
M20,12,experiment,10,←,no_key,no_letter,-1.0,False
M20,13,training,12,↑,right,→,0.6596570014953613,False
M20,14,training,12,←,left,←,0.24607300758361816,True
M20,15,experiment,12,←,no_key,no_letter,-1.0,False
M20,16,experiment,10,→,no_key,no_letter,-1.0,False
M20,17,experiment,11,↓,no_key,no_letter,-1.0,False
