PART_ID,Trial_no,Trial_type,CSI,Stim_letter,Key_pressed,letter_choose,Rt,Corr
M20,1,training,10,↑,no_key,no_letter,-1.0,no_ans
M20,2,training,10,↑,no_key,no_letter,-1.0,no_ans
M20,3,training,12,→,right,→,0.28348398208618164,True
M20,4,training,10,↓,down,↓,0.3046908378601074,True
M20,5,experiment,10,↓,down,↓,0.1971299648284912,True
M20,6,experiment,12,↓,down,↓,0.16422104835510254,True
M20,7,experiment,11,↑,right,→,0.3813741207122803,False
M20,8,training,11,↑,down,↓,0.3582029342651367,False
M20,9,training,12,←,left,←,0.59132981300354,True
M20,10,experiment,10,↑,up,↑,0.5364148616790771,True
M20,11,experiment,11,↑,no_key,no_letter,-1.0,no_ans
M20,12,experiment,12,↑,no_key,no_letter,-1.0,no_ans
